SITE_ID,LATITUDE,LONGITUDE,NAME,STATE,LICENSING_AREA_ID,POSTCODE,SITE_PRECISION,ELEVATION,HCIS_L2
142063,-37.81111,144.973596,Parliament House Spring St Melbourne,VIC,2,3002,Within 10 meters,,KX3P
142130,-37.811666,144.966375,Celsius House 167 Lonsdale St Melbourne,VIC,2,3000,Within 10 meters,,KX3P
142163,-37.81413,144.963284,G20 Site CBD area MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
142229,-37.825093,144.98441,AAMI Park Stadium Olympic Boulevard Melbourne,VIC,2,3004,Unknown,,KX3P
142260,-37.819965,144.983446,Melbourne Cricket Ground  MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
142275,-37.825511,144.982092,AAMI Park Olympic Boulevard MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
142334,-37.846702,144.971342,F1 GP Coordination Point Albert Park Melbourne,VIC,2,3004,Unknown,,KX3P
142445,-37.813001,144.954329,Nowicki Carbone Lawyers 302 King St MELBOURNE,VIC,2,3000,Within 10 meters,19,KX3P
142446,-37.812351,144.95479,Slater and Gordon Lawyers 485 Latrobe St MELBOURNE,VIC,2,3000,Within 10 meters,20,KX3P
142461,-37.826359,144.951824,Melbourne Convention Centre 1 Convention Centre Place SOUTH WHARF,VIC,2,3006,Within 10 meters,,KX3P
142636,-37.86361,144.97139,Royal Melbourne Yacht Squadron Jackia Boulavard ST KILDA,VIC,2,3182,Within 10 meters,,KX3P
142676,-37.848692,144.969094,Melbourne Grand Prix Circuit Albert Park playing fields ALBERT PARK,VIC,2,3004,Within 10 meters,,KX3P
152326,-37.819045,144.981301,Northern Grandstand MCG MELBOURNE,VIC,2,3002,Unknown,,KX3P
152562,-37.810137,144.957032,Melbourne Central 360 Elizabeth St MELBOURNE,VIC,2,3000,Unknown,,KX3P
153360,-37.820427,144.978901,Rod Laver Arena Melbourne Park Batman Avenue MELBOURNE,VIC,2,3002,Unknown,,KX3P
153560,-37.828173,144.957671,Broadcast Site Batman Park Batman Ave MELBOURNE,VIC,2,3006,Unknown,,KX3P
153607,-37.819951,144.96794,The Arts Centre 100 St Kilda Rd MELBOURNE,VIC,2,3006,Unknown,,KX3P
153622,-37.818787,144.964723,Broadcast Site Melbourne Town Hall cnr Swanston & Collins Sts MELBOURNE,VIC,2,3000,Unknown,,KX3P
153657,-37.847506,144.965683,Albert Park Formula 1 - Transmission Site 2 Main Straight Albert Park - Melbourne,VIC,2,3004,Within 10 meters,,KX3P
198327,-37.809458,144.969885,242 Exhibition Street Telstra Centre MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
199023,-37.810225,144.962141,Melbourne Central 360 Elizabeth Street MELBOURNE,VIC,2,3000,Unknown,22,KX3P
204870,-37.821443,144.972455,Channel 7 TV Compound Batman Ave MELBOURNE,VIC,2,3004,Unknown,,KX3P
205432,-37.80926,144.971447,150 Lonsdale Street MELBOURNE,VIC,2,3000,Unknown,,KX3P
205489,-37.822266,144.951757,Hutchison Site Wilson Parking cnr Wurundjeri Way & Sidderley St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
205796,-37.815214,144.947305,Telstradome Site Docklands MELBOURNE,VIC,2,3000,Unknown,,KX3P
206022,-37.811943,144.970273,City Exhibition - Rooftop the elephant and wheelbarrow cnr Bourke and exhibition St MELBOURNE,VIC,2,3000,Unknown,,KX3P
206052,-37.815068,144.96386,Hoddle House 126 Elizabeth St MELBOURNE,VIC,2,3000,Unknown,,KX3P
206055,-37.812076,144.959705,Hutchison Site 280 Queen St cnr Little Lonsdale St MELBOURNE,VIC,2,3000,Unknown,,KX3P
206068,-37.817558,144.964041,Hutchison Site 301 Flinders Lane MELBOURNE,VIC,2,3000,Unknown,,KX3P
206078,-37.813327,144.974732,1 Treasury Place EAST MELBOURNE,VIC,2,3002,Unknown,,KX3P
206081,-37.815033,144.956159,Hutchison Site 558 Little Bourke St MELBOURNE,VIC,2,3000,Unknown,16,KX3P
206082,-37.816158,144.960706,Hutchison Site City Queen 2 105 Queen St cnr Lt Collins St MELBOURNE,VIC,2,3000,Unknown,,KX3P
206180,-37.798496,144.957137,Vodafone Site Melbourne Private Hospital Royal Pde PARKVILLE,VIC,2,3052,Unknown,31,KX3P
300241,-37.834259,144.914212,127-129 Todd Rd PORT MELBOURNE,VIC,2,3207,Unknown,,KX3P
300311,-37.812231,144.947887,Carriage Maintenance Depot Dudley St WEST MELBOURNE,VIC,2,3000,Unknown,,KX3P
300356,-37.805904,144.931365,South Dynon Maintenance Centre Footscray Rd WEST MELBOURNE,VIC,2,3011,Within 10 meters,3,KX3P
300394,-37.818668,144.965714,Platforms Flinders Street Station MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
300404,-37.818155,144.951698,Spencer St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
300457,-37.852423,144.979164,Cnr Lorne St and Queens Rd MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
300467,-37.814788,144.965423,Various Buildings Within Central Business District MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
300514,-37.835384,144.957812,Housing Commission Flats Cnr Park and Cecil St SOUTH MELBOURNE,VIC,2,3205,Unknown,,KX3P
300527,-37.796717,144.962682,Redmond Barry Bldg Tin Alley Melbourne University PARKVILLE,VIC,2,3052,Within 10 meters,,KX3P
300528,-37.806843,144.96195,501 Swanston Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
300536,-37.824536,144.961065,Optus/Vodafone Site 99 Queensbridge St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,7,KX3P
300538,-37.823587,144.963477,151 City Road SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
300604,-37.807134,144.947573,Optus/Vodafone Site Radio Parts 562 Spencer St WEST MELBOURNE,VIC,2,3003,Within 10 meters,16,KX3P
300609,-37.824777,144.938677,Broadcast/Comms Monopole  Pioneer Concrete Site 213 Boundary St PORT MELBOURNE,VIC,2,3207,Within 10 meters,3,KX3P
300620,-37.824079,144.955511,Melbourne Exhibition Centre 3 Clarendon St SOUTHBANK,VIC,2,3006,Within 10 meters,,KX3P
300663,-37.808125,144.978838,115 Victoria Pde EAST MELBOURNE,VIC,2,3065,Within 100 meters,,KX3P
300700,-37.842596,144.906704,No 2 Webb Dock PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
300711,-37.831117,144.930206,465 Plummer St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
300785,-37.844002,144.908709,TDG Bldg adjacent Berth Number 3 Webb Dock PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
300787,-37.816619,144.959295,110 William St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
300839,-37.816922,144.969,172 Flinders Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
300903,-37.808425,144.928625,Gate 6 Melbourne Markets Footscray Road FOOTSCRAY,VIC,2,3011,Within 10 meters,,KX3P
300959,-37.797335,144.961927,Raymond Priestly Bldg Union Road Melbourne University PARKVILLE,VIC,2,3052,Within 10 meters,,KX3P
300988,-37.837242,144.976737,Telstra Site Ashley House 409 St Kilda Rd MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
300990,-37.807133,144.919291,Gate 1 Melbourne Market 524 Footscray Road FOOTSCRAY,VIC,2,3011,Within 10 meters,,KX3P
301050,-37.835712,144.925078,Kraft Distribution Centre Woolboard Road PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
301051,-37.827126,144.923614,162 Salmon Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
301059,-37.821251,144.927755,770 Lorimer Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
301088,-37.809489,144.963865,Vodafone Site 200 Latrobe St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301138,-37.81122,144.957116,Customs House 414 Latrobe Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301173,-37.824851,144.958444,Microwave Site Crown Casino Whiteman Street SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
301205,-37.817779,144.955969,99 King Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301206,-37.816932,144.959116,CMTS Site 99 William St MELBOURNE,VIC,2,3000,Unknown,,KX3P
301208,-37.818018,144.964596,1 Elizabeth Street cnr Flinders St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301238,-37.815994,144.97266,Telstra Site cnr Exhibition & Flinders Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301240,-37.812857,144.96843,Optus/Telstra Site cnr Russell & Bourke Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301243,-37.809411,144.972385,Telstra Site cnr Spring & Lonsdale Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301244,-37.819595,144.982899,CMTS Site Brunton Avenue Melbourne Cricket Ground EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
301245,-37.809473,144.976018,Telstra Site cnr Albert & Gisborne Sts EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
301342,-37.810009,144.949652,Telstra Site cnr Spencer & Dudley Sts WEST MELBOURNE,VIC,2,3003,Unknown,,KX3P
301344,-37.815023,144.952921,Telstra Site cnr Spencer & Lonsdale Sts MELBOURNE,VIC,2,3000,Unknown,,KX3P
301345,-37.830815,144.954189,Telstra Site cnr City Rd & Ferrars St SOUTH MELBOURNE,VIC,2,3205,Unknown,,KX3P
301348,-37.820954,144.95477,Telstra Site cnr Spencer & Flinders Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301349,-37.820064,144.95778,Telstra Site cnr Flinders & King Sts MELBOURNE,VIC,2,3000,Unknown,,KX3P
301353,-37.810899,144.959396,Telstra Site cnr La Trobe & Queen Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301354,-37.84078,144.96121,Telstra Site cnr Albert Rd & Cecil St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
301355,-37.825699,144.960579,Telstra Site cnr City Rd & Kings Way SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
301356,-37.814893,144.961104,Telstra Site cnr Queen & Bourke Sts MELBOURNE,VIC,2,3000,Unknown,,KX3P
301357,-37.812127,144.962657,Telstra Site cnr Elizabeth & Lonsdale Sts MELBOURNE,VIC,2,3000,Unknown,,KX3P
301361,-37.811627,144.965056,CMTS Site cnr Swanston & Lonsdale Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301366,-37.814808,144.971784,Telstra Site Spring St opp Sheraton Hotel MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301380,-37.815657,144.979257,Telstra Site cnr Wellington Pde & Jolimont Rd EAST MELBOURNE,VIC,2,3002,Unknown,,KX3P
301382,-37.816122,144.964421,Optus/Telstra Site cnr Collins & Elizabeth Sts MELBOURNE,VIC,2,3000,Unknown,,KX3P
301383,-37.813447,144.966028,Optus Site cnr Bourke & Swanston Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301386,-37.815488,144.966824,cnr Collins & Swanston Streets Westin Hotel MELBOURNE,VIC,2,3000,Unknown,,KX3P
301388,-37.814765,144.969286,Telstra/Optus Site cnr Russell & Collins Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301393,-37.812088,144.970836,Optus/Telstra Site cnr Bourke & Exhibition Sts MELBOURNE,VIC,2,3000,Unknown,,KX3P
301396,-37.82869,144.987764,Telstra Site cnr Punt Rd & Harcourt Pde MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
301401,-37.819863,144.961876,18 Banana Alley MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301403,-37.81863,144.968726,1 and 2 Princes Walk MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301414,-37.811512,144.974032,Parliament House Spring St MELBOURNE,VIC,2,3002,Within 100 meters,,KX3P
301438,-37.834761,144.973965,5 Bowen Crescent MELBOURNE,VIC,2,3004,Unknown,,KX3P
301480,-37.826594,144.934366,Optus Site 155 Bertie St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
301482,-37.807809,144.96834,23 La Trobe St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301486,-37.794427,144.96053,The Oval University of Melbourne PARKVILLE,VIC,2,3052,Within 100 meters,,KX3P
301523,-37.811798,144.969708,17 Market Lane MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301529,-37.812113,144.956693,cnr La Trobe & William Streets MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301553,-37.810254,144.956006,380 William St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301565,-37.831739,144.929734,Vodafone Site 467 Plummer St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
301603,-37.820853,144.982694,Scoreboard MCG Brunton Avenue EAST MELBOURNE,VIC,2,3002,Within 10 meters,12,KX3P
301645,-37.816206,144.966634,Optus/Vodafone Site 55 Swanston Walk MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301646,-37.830199,144.970681,10-16 Dorcas Street Hertz Building SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
301658,-37.819471,144.960069,Optus Site 1 William St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301673,-37.818365,144.963848,328 Flinders St Duxton Hotel MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301693,-37.818155,144.964683,VUT 300-318 Flinders Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301706,-37.831478,144.940536,501 Williamstown Rd PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
301713,-37.831204,144.94494,Optus Site 283 Normanby Rd PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
301716,-37.818228,144.961125,40 Market Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301730,-37.852159,144.982126,615 St Kilda Rd MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
301774,-37.836565,144.966188,Optus Site 19 Raglan St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
301830,-37.816814,144.962755,AAPT Site 347 Collins St MELBOURNE,VIC,2,3000,Unknown,,KX3P
301839,-37.823779,144.933138,174 Turner Rd PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
301849,-37.838627,144.938644,Optus/Vodafone Site 252 Graham St PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
301854,-37.799561,144.955165,Telstra Site cnr Flemington Rd & Wreckyn St NORTH MELBOURNE,VIC,2,3050,Within 100 meters,,KX3P
301856,-37.813016,144.967176,Telstra Site 235 Bourke St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301858,-37.792543,144.971484,Telstra Site cnr Princess & Rathdowne Sts MELBOURNE,VIC,2,3054,Within 100 meters,,KX3P
301859,-37.829304,144.971046,CMTS Site 312 St Kilda Rd SOUTH MELBOURNE,VIC,2,3205,Within 100 meters,,KX3P
301860,-37.825604,144.981259,Telstra Site Olympic Park MELBOURNE,VIC,2,3002,Within 100 meters,,KX3P
301881,-37.796611,144.951385,Telstra Site cnr Harker St & Flemington Rd NORTH MELBOURNE,VIC,2,3052,Within 100 meters,,KX3P
301882,-37.819286,144.954507,Telstra Site cnr Spencer & Collins Sts MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301884,-37.823619,144.954956,Telstra Site Clarendon St MELBOURNE,VIC,2,3005,Within 100 meters,,KX3P
301885,-37.81425,144.955214,Telstra Site cnr King & Lonsdale Sts MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301886,-37.801893,144.957195,Telstra Site cnr Peel & Elizabeth Sts NORTH MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301887,-37.82464,144.95652,Telstra Site cnr Clarendon & Normanby Sts MELBOURNE,VIC,2,3205,Within 100 meters,,KX3P
301889,-37.795466,144.958117,Telstra Site cnr Royal Pde & Morrah St NORTH MELBOURNE,VIC,2,3052,Unknown,,KX3P
301890,-37.813663,144.95773,Cnr William St & Lonsdale St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301893,-37.812895,144.960182,Telstra Site cnr Queen & Lonsdale Sts MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301894,-37.821926,144.961251,Level 4 Crown Casino Hotel MELBOURNE,VIC,2,3205,Within 100 meters,,KX3P
301895,-37.810219,144.9618,Optus/Telstra Site cnr Elizabeth & La Trobe Sts MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301896,-37.809538,144.964091,Optus/Telstra Site cnr Swanston & La Trobe Sts MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301897,-37.830738,144.965326,Telstra Site cnr Kings Way & Sturt St SOUTH MELBOURNE,VIC,2,3205,Within 100 meters,,KX3P
301898,-37.813381,144.965714,Telstra Site cnr Bourke & Swanston Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301899,-37.81077,144.967578,Telstra Site cnr Lonsdale & Russell Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301901,-37.817261,144.967741,Telstra Site cnr Swanston & Flinders Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301903,-37.833395,144.967866,Telstra Site cnr Kings Way & Park St SOUTH MELBOURNE,VIC,2,3205,Within 100 meters,,KX3P
301907,-37.810092,144.970095,Telstra Site cnr Lonsdale & Exhibition Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301908,-37.83471,144.971012,Telstra Site cnr Kings Way & Albert Rd SOUTH MELBOURNE,VIC,2,3205,Unknown,,KX3P
301910,-37.811533,144.973,Telstra Site cnr Spring & Bourke Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
301912,-37.807989,144.97356,Telstra Site SW cnr Victoria & Nicholson Sts MELBOURNE,VIC,2,3065,Unknown,,KX3P
301920,-37.815307,144.9904,Telstra Site cnr Hoddle St & Freeman St EAST MELBOURNE,VIC,2,3002,Within 100 meters,,KX3P
301998,-37.817696,144.930581,22 & 23 Victoria Dock Pitt St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
301999,-37.841885,144.902178,Webb Dock West Williamstown Rd PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
302012,-37.817635,144.968526,Federation Square Flinders St MELBOURNE,VIC,2,3004,Within 100 meters,4,KX3P
302019,-37.823685,144.907466,263-329 Lorimer Street PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
302029,-37.81355,144.96682,260 Bourke St Tivoli Bldg MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
302077,-37.822987,144.908734,Shipping Management Centre 465 Lorimer Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,1,KX3P
302186,-37.838975,144.905783,180-210 Williamstown Road PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
302189,-37.821061,144.92208,L4 / 650 Lorimer Street PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
302217,-37.81186,144.962891,N-E cnr Elizabeth & Lonsdale Streets MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
302219,-37.831157,144.96611,CMTS Site 100 Dorcas St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,16,KX3P
302337,-37.835624,144.920082,265 Williamstown Road PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
302347,-37.799203,144.963125,SE-cnr Doug McDonell Building University of Melbourne PARKVILLE,VIC,2,3052,Within 10 meters,,KX3P
302367,-37.795771,144.949216,CMTS Site 163-171 Flemington Rd NORTH MELBOURNE,VIC,2,3051,Within 10 meters,22,KX3P
302383,-37.812175,144.950353,Optus/Vodafone Site 355 Spencer St WEST MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
302473,-37.813057,144.974785,1 Parliament Square MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
302516,-37.812653,144.956622,Nubrick House 271 William Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
302517,-37.811251,144.964157,Legacy House 283 Swanston Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
302536,-37.839283,144.958159,Optus/Vodafone Site 389 Ferrars St SOUTH MELBOURNE,VIC,2,3206,Within 10 meters,,KX3P
302546,-37.832497,144.922089,359 Plummer Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,3,KX3P
302564,-37.798891,144.956591,East Arm Main Building Royal Melbourne Hospital Gratten St MELBOURNE,VIC,2,3050,Within 100 meters,30,KX3P
302571,-37.81354,144.971421,Level 6 / 161 Collins Street MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
302585,-37.810836,144.940201,BlueScope Steel Limited via Gate E Footscray Rd WEST MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
302591,-37.813418,144.9566,520 Lonsdale St Magistrates Court MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
302603,-37.838552,144.928703,147 Beach St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
302622,-37.828135,144.940004,249 Ingles Street PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
302637,-37.829898,144.968871,HSV-7 S2 119 Wells St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
302643,-37.816213,144.964475,303 Collins Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
302644,-37.838103,144.943192,222 Bay Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
302652,-37.832032,144.935123,CMTS Site 461 Williamstown Rd PORT MELBOURNE,VIC,2,3207,Within 10 meters,3,KX3P
302683,-37.820976,144.958437,Melbourne Aquarium cnr Queens Wharf Rd & Kings Way MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
302686,-37.843003,144.945101,1 Graham St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
302854,-37.809969,144.97078,Telstra/Vodafone Site 43 Lonsdale St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
302902,-37.83855,144.942952,Vodafone Site cnr Bay & Liardet Sts PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
302911,-37.823032,144.910232,332-342 Lorimer St PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
302923,-37.809264,144.971708,Casselden Place 2 Lonsdale St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
302981,-37.832245,144.958694,Vodafone/Optus Site 290 Coventry St SOUTH MELBOURNE,VIC,2,3205,Within 100 meters,10,KX3P
303002,-37.84078,144.931413,603 / 127 Beach Street Beach Cove PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
303037,-37.829942,144.96987,Hertz Bldg 10-16 Dorcas St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,19,KX3P
303038,-37.831018,144.95549,387 City Road SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
303068,-37.807999,144.963678,85 Franklin St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303073,-37.808968,144.952009,Optus Site Brickley House 400 King St WEST MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303074,-37.808807,144.955705,Optus Site 1 Franklin St MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303075,-37.805699,144.955791,Optus Site Victoria Hotel 312 Victoria St MELBOURNE,VIC,2,3051,Within 10 meters,,KX3P
303077,-37.814321,144.956689,525 Lonsdale Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303096,-37.846586,144.980346,NAB Level 5 / 553 St Kilda Road MELBOURNE,VIC,2,3004,Within 100 meters,,KX3P
303099,-37.840636,144.97494,19 Queens Rd MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
303121,-37.813348,144.960351,200 Queen Street Carpark MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303158,-37.812834,144.951448,Optus Site 318-326 Spencer St WEST MELBOURNE,VIC,2,3003,Within 10 meters,16,KX3P
303237,-37.814216,144.974071,35 Spring St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303238,-37.821423,144.927296,750 Lorimer Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303254,-37.809447,144.982323,320 Victoria Parade Freemasons Hospital EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
303255,-37.812711,144.959971,Optus Site 250 Queen St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303287,-37.830405,144.961699,134 Moray St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
303317,-37.81155,144.965796,225 - 231 Lonsdale St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303322,-37.835862,144.959912,Hutchison Site 239-241 Park St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,11,KX3P
303375,-37.809499,144.949303,Hotel 475 Spencer St WEST MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303400,-37.811454,144.968071,222 Russell St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303412,-37.806334,144.937884,Dynon Rd Railyard NORTH MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303415,-37.809498,144.982686,Hutchison Site 320 Victoria Pde EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
303419,-37.831247,144.921249,Power Pylon Rocklea Crt PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303476,-37.822984,144.980876,Vodafone Arena Swan Street MELBOURNE,VIC,2,3002,Within 10 meters,8,KX3P
303498,-37.843777,144.942989,Hutchison Site 38 Rouse St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303560,-37.821107,144.955059,Traffic Signal Pole Sth East Cnr Spencer & Flinders Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303563,-37.817092,144.953227,Traffic Signal Pole Cnr Spencer & Bourke Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303582,-37.804898,144.951156,Optus Site 11-17 Levenson St NORTH MELBOURNE,VIC,2,3051,Within 10 meters,,KX3P
303599,-37.823901,144.98176,Lighting Tower Western Sports Ground Olympic Park MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
303602,-37.805087,144.94127,1 Laurens St WEST MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303625,-37.815081,144.95894,500 Bourke Street (Level 21) MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
303652,-37.81653,144.961967,394 Collins St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303676,-37.815387,144.968815,161 Collins St Carpark MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303677,-37.814195,144.972823,Telstra Site 72 Flinders Lane Carpark MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303678,-37.808534,144.973772,90 Victoria Pde Carpark EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
303685,-37.812781,144.974451,1 McArthur Street EAST MELBOURNE,VIC,2,3002,Within 10 meters,22,KX3P
303710,-37.81751,144.959237,Vodafone Microcell Cnr Collins & William Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303711,-37.815155,144.960619,Vodafone Microcell Cnr Bourke & Queens Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303712,-37.814257,144.96337,Vodafone Microcell Cnr Bourke & Elizabeth Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303713,-37.816082,144.964195,Vodafone Microcell Cnr Collins & Elizabeth Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303714,-37.81213,144.966496,Vodafone Microcell Little Bourke Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303715,-37.811406,144.968947,Vodafone Microcell Little Bourke & Lacey Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
