site,nei_site,distance,counts
302012,,42,99999
302012,304054,186,6
302012,304046,170,4
302012,9003148,175,2
302012,9004106,180,2
302012,9004238,195,2
302029,130439,193,100
302029,101418,163,40
302029,135253,171,14
302029,304043,160,8
302029,301240,161,6
302029,304032,198,4
302029,9017201,177,4
302029,303714,160,2
302029,49119,155,2
302077,,43,99999
302077,9015970,160,43
302217,101664,160,92
302217,199023,193,51
302217,301361,192,32
302217,9004237,198,12
302217,11572,166,10
302217,9008249,170,10
302217,304026,177,6
302217,304991,193,4
302217,134329,180,2
302217,50017,160,2
302217,9024242,180,2
302217,9026146,160,2
302219,,104,99999
302347,305233,163,104
302347,9015103,172,2
302367,,136,99999
302383,,78,99999
302383,304365,173,78
302383,9020994,188,2
302473,101732,163,54
302473,10000022,188,4
302473,9020134,151,2
302473,9026417,196,2
302516,,90,99999
302516,101373,191,102
302516,303077,185,90
302516,47317,150,28
302516,50682,199,4
302516,135011,171,2
302516,135390,157,2
302516,404315,191,2
302517,,104,99999
302517,11573,171,86
302517,301088,197,34
302517,135253,179,14
302517,301896,190,8
302517,134990,170,6
302517,304026,191,6
302517,301357,164,4
302517,403344,155,4
302517,9017039,168,4
302517,134454,180,2
302517,134574,175,2
302517,43051,151,2
302517,50151,153,2
302517,9024242,167,2
302536,,49,99999
302546,303419,157,49
302564,,44,99999
302564,9026586,170,44
302571,,2,99999
302571,11597,170,347
302571,11596,174,268
302571,301393,169,37
302571,9004377,165,20
302571,134317,169,8
302571,11603,161,6
302571,304064,195,6
302571,134453,152,4
302571,9011371,173,4
302571,9016777,182,4
302571,134733,158,2
302571,303847,191,2
302571,304369,175,2
302571,9008724,182,2
302571,9009285,176,2
302571,9020134,172,2
302591,140407,157,48
302591,206081,183,48
302591,47317,198,28
302591,9021295,163,8
302591,304987,176,6
302591,135045,166,4
302591,301885,153,4
302591,9022771,151,4
302591,101636,152,2
302591,135011,182,2
302637,301646,163,2
302643,101385,181,78
302643,301645,190,78
302643,206068,154,14
302643,11571,191,12
302643,9004443,162,12
302643,304032,171,4
302643,304035,162,4
302643,135009,174,2
302643,9003154,180,2
302643,9012940,177,2
302643,9022109,197,2
302652,,79,99999
302683,53003,195,12
302683,134923,199,2
302854,,133,99999
302854,36267,175,133
302854,101381,190,78
302854,9026308,154,26
302854,301243,154,6
302854,50644,185,2
302854,9027204,160,2
302902,,8,99999
302911,9003803,154,2
302923,,4,99999
302923,101496,188,88
302923,198327,162,39
302923,9026308,164,26
302923,301907,169,4
302923,303678,199,4
302923,49630,185,4
302923,50644,169,2
302923,9009843,197,2
302981,,69,99999
302981,304008,188,69
302981,9001835,185,2
303037,,10,99999
303038,51578,196,133
303038,305043,150,10
303068,301088,166,34
303068,9004380,172,30
303068,301896,175,8
303068,9017039,195,4
303068,9011025,199,2
303068,9013197,163,2
303074,,2,99999
303074,301553,163,45
303074,9002052,157,2
303075,,2,99999
303077,11591,196,113
303077,404118,169,98
303077,302516,185,90
303077,9003040,158,46
303077,9014611,183,30
303077,9014118,167,7
303077,303992,153,4
303077,101805,155,2
303077,135143,180,2
303077,135306,200,2
303077,137452,154,1
303096,9023405,157,98
303121,301356,184,48
303121,9013096,194,40
303121,134822,189,12
303121,9021295,192,8
303121,304991,150,4
303158,101370,152,89
303158,41982,162,6
303158,9021300,196,2
303237,,12,99999
303237,130004,199,43
303237,11590,185,36
303237,304986,165,24
303237,305394,155,4
303237,134360,173,2
303237,303685,163,2
303238,,2,99999
303254,,6,99999
303254,304995,177,2
303254,9028276,182,2
303255,,20,99999
303255,9013096,185,40
303255,9009845,198,2
303287,9004392,165,58
303287,9012552,195,4
303317,51718,182,105
303317,9023328,196,12
303317,301899,179,4
303317,43440,171,3
303317,9024221,168,2
303317,9026191,169,2
303317,9027823,186,2
303317,48875,190,1
303322,,78,99999
303322,304017,178,78
303322,52575,154,1
303375,,112,99999
303375,303985,170,112
303400,,6,99999
303400,301856,190,13
303400,304043,182,8
303400,301240,159,6
303400,9022747,199,4
303400,134565,155,2
303400,303714,158,2
303400,9024221,197,2
303400,9027823,190,2
303415,,108,99999
303415,304995,151,2
303415,9028276,150,2
303476,,8,99999
303476,9017378,185,128
303476,140433,157,4
303476,304077,200,2
303498,,165,99999
303498,303983,182,165
303560,9015093,183,58
303560,135336,186,30
303560,37451,155,2
303560,49535,183,1
303563,,12,99999
303563,9001289,196,132
303563,303989,173,12
303563,11581,159,4
303563,9024393,199,4
303582,50653,182,90
303582,134887,188,61
303599,301860,194,73
303599,9017046,190,47
303599,9009964,177,33
303599,400391,194,5
303625,,8,99999
303625,130005,198,114
303625,206082,196,106
303625,301356,192,48
303625,36210,163,41
303625,134822,174,12
303625,301890,190,6
303625,304987,151,6
303625,304009,180,4
303625,9017674,170,4
303625,135231,163,2
303625,135306,185,2
303625,135390,190,2
303625,9007817,188,2
303625,300787,174,1
303652,,2,99999
303652,301356,197,48
303652,134822,195,12
303652,135009,172,2
303652,303711,193,2
303652,9002988,170,2
303652,9003154,179,2
303652,9022245,199,2
303652,9024212,166,2
303676,,2,99999
303676,11597,164,347
303676,11596,183,268
303676,135237,155,17
303676,301386,176,10
303676,304054,191,6
303676,304056,200,4
303676,300839,171,3
303676,134386,188,2
303676,303726,189,2
303676,9004106,167,2
303677,,12,99999
303677,101666,191,33
303677,304986,175,24
303677,101731,163,15
303677,301238,200,6
303677,11602,193,4
303677,206078,194,4
303677,134418,194,2
303677,134909,177,2
303677,304744,178,2
303677,44126,168,1
303678,301243,156,6
303678,302923,199,4
303678,304060,180,4
303678,51591,153,2
303685,,2,99999
303685,142063,200,18
303685,303237,163,12
303685,301910,188,8
303685,304993,150,2
303710,,4,99999
303710,206082,198,106
303710,306249,156,86
303710,11579,189,8
303710,134245,174,8
303710,304562,183,8
303710,304002,177,4
303710,304009,174,4
303710,9015396,176,4
303710,134980,151,2
303710,301716,184,2
303710,305420,161,2
303711,,2,99999
303711,101385,183,78
303711,9014611,199,30
303711,11594,169,14
303711,11571,200,12
303711,304562,175,8
303711,305720,150,6
303711,50672,191,4
303711,303652,193,2
303711,304005,168,2
303711,34603,190,2
303711,43439,200,2
303711,9022109,172,2
303711,300787,200,1
303712,,4,99999
303712,304026,167,6
303712,304032,171,4
303712,303846,200,2
303712,43051,190,2
303712,49119,170,2
303712,9002988,189,2
303712,9022769,192,2
303712,9024212,161,2
303712,9028229,200,2
303713,,2,99999
303713,101385,152,78
303713,51622,188,50
303713,206068,164,14
303713,11571,168,12
303713,304032,169,4
303713,304035,190,4
303713,134554,198,2
303713,304019,155,2
303713,304434,196,2
303713,43439,196,2
303713,9003154,183,2
303713,9012940,161,2
303713,9022109,169,2
303714,,2,99999
303714,301240,188,6
303714,303400,158,6
303714,301898,155,4
303714,301899,179,4
303714,403344,173,4
303714,134329,150,2
303714,134565,173,2
303714,301383,152,2
303714,303846,189,2
303714,49119,199,2
303714,9022120,186,2
303714,9026146,159,2
303715,,10,99999
303715,301393,183,37
303715,38812,156,36
303715,9008334,192,24
303715,304038,195,10
303715,9002468,193,10
303715,134317,174,8
303715,301240,167,6
303715,301907,177,4
303715,49630,164,4
303715,9011371,166,4
303715,9022747,198,4
303715,134565,171,2
303715,134754,169,2
303715,9008724,188,2
303715,9009843,150,2
303715,9026375,185,2
303719,,2,99999
303719,130005,197,114
303719,206081,198,48
303719,36210,168,41
303719,304987,153,6
303719,135045,198,4
303719,301529,170,4
303719,42987,155,4
303719,9016785,189,4
303719,9022771,187,4
303719,304005,169,2
303719,51746,183,2
303719,9008787,178,2
303721,,2,99999
303721,101664,158,92
303721,9013096,195,40
303721,9004388,193,8
303721,134990,186,6
303721,301353,175,4
303721,134574,192,2
303721,134906,187,2
303721,304022,178,2
303721,50151,180,2
303721,9009845,192,2
303721,9011011,173,2
303723,,2,99999
303723,134449,198,183
303723,9021295,194,8
303723,11593,152,6
303723,303999,173,4
303723,304009,183,4
303723,9024203,150,2
303726,,2,99999
303726,304035,164,4
303726,304046,187,4
303726,9017201,154,4
303726,303676,189,2
303726,9003148,169,2
303726,9014605,188,2
303726,9028229,153,2
303728,,2,99999
303728,304995,183,2
303728,9028276,166,2
303729,,2,99999
303731,,2,99999
303731,9022583,192,84
303732,,2,99999
303732,300394,152,12
303732,9016467,200,8
303732,11678,174,2
303760,,2,99999
303760,9002497,180,2
303799,304033,166,6
303799,304035,186,4
303820,301438,165,4
303820,47542,166,4
303820,134985,198,2
303844,,72,99999
303845,,2,99999
303845,304027,173,2
303846,,2,99999
303846,51622,200,50
303846,301856,163,13
303846,50678,184,12
303846,9008249,161,10
303846,304043,173,8
303846,303712,200,4
303846,303714,189,2
303846,304028,165,2
303846,304434,192,2
303846,43051,182,2
303846,9026146,187,2
303846,9026611,197,2
303846,9027823,152,2
303847,,2,99999
303847,301240,192,6
303847,11602,169,4
303847,49630,156,4
303847,135213,200,2
303847,302571,191,2
303847,304059,190,2
303847,304992,166,2
303847,9009285,169,2
303848,41450,153,4
303852,,2,99999
303852,11590,186,36
303852,50686,179,8
303852,10000022,168,4
303852,131140,187,2
303852,134360,178,2
303852,304062,164,2
303854,,2,99999
303861,101418,186,40
303861,9016767,177,12
303861,301382,197,6
303861,304046,175,4
303861,9014185,181,4
303861,50488,150,2
303861,9003148,158,2
303861,9003380,199,2
303861,9026898,150,2
303879,304971,159,54
303879,9016463,179,6
303920,130439,172,100
303920,101381,172,78
303920,198327,170,39
303920,49630,170,4
303920,9022243,193,2
303920,9024221,189,2
303920,9027204,192,2
303920,9027537,165,2
303932,,8,99999
303932,139083,184,12
303932,11581,184,4
303932,9002279,160,2
303932,9026991,180,2
303943,,70,99999
303976,,62,99999
303979,303833,156,62
303979,304956,158,16
303983,303498,182,165
303984,,4,99999
303984,9016296,193,4
303985,303375,170,112
303985,300311,158,4
303985,9021300,166,2
303986,136194,160,2
303989,,12,99999
303989,11591,168,113
303989,206081,200,48
303989,134836,176,12
303989,303563,173,12
303989,305884,171,12
303989,47311,172,12
303989,9002654,157,7
303989,301885,189,4
303989,50680,187,4
303989,135084,170,2
303989,9026991,200,2
303991,11599,189,223
303991,9001289,198,132
303991,11591,186,113
303991,101351,194,15
303991,303563,195,12
303991,11579,172,8
303991,9020126,161,6
303991,304371,162,4
303991,50670,166,4
303991,50680,171,4
303991,134547,163,2
303991,9009844,195,2
303992,,4,99999
303992,301890,157,6
303992,301885,161,4
303992,50682,180,4
303992,304366,193,2
303993,301205,192,88
303993,301882,151,22
303993,11579,181,8
303993,134245,173,8
303993,134857,182,6
303993,301349,152,6
303993,50670,157,4
303993,304363,152,2
303993,9009844,180,2
303993,9024210,164,2
303994,9027900,180,4
303995,134872,172,12
303995,53003,160,12
303995,301349,175,6
303995,9015168,151,6
303995,304002,153,4
303995,37451,158,2
303995,9016459,186,2
303999,,4,99999
303999,130005,173,114
303999,206081,182,48
303999,9014118,166,7
303999,11593,179,6
303999,305720,189,6
303999,50672,180,4
303999,303723,173,2
303999,304370,179,2
304000,,6,99999
304000,101373,187,102
304000,301553,190,45
304000,301353,191,4
304000,404315,198,2
304000,9009845,193,2
304000,9011011,183,2
304000,9018584,198,2
304000,9022576,172,2
304001,,2,99999
304001,50085,161,4
304002,,4,99999
304002,134449,190,183
304002,304364,187,57
304002,134872,150,12
304002,9017597,162,12
304002,11579,152,8
304002,9020126,189,6
304002,303710,177,4
304002,304371,159,4
304002,50670,153,4
304002,50671,170,4
304002,11601,157,2
304002,134547,168,2
304002,9015971,172,2
304003,305273,186,4
304003,137823,172,2
304003,9011011,151,2
304005,301356,196,48
304005,134822,183,12
304005,304562,165,8
304005,9014118,189,7
304005,304987,162,6
304005,301893,199,4
304005,50672,153,4
304005,134901,186,2
304005,135390,154,2
304005,303711,168,2
304005,303719,169,2
304005,303723,154,2
304005,304370,165,2
304005,137452,182,1
304008,302981,188,69
304008,9001835,198,2
304009,,4,99999
304009,134449,164,183
304009,304364,162,57
304009,301356,162,48
304009,11594,183,14
304009,11571,170,12
304009,303625,180,8
304009,50669,157,6
304009,303710,174,4
304009,50671,179,4
304009,50672,168,4
304009,135231,182,2
304009,303723,183,2
304009,304370,190,2
304010,36254,189,2
304010,9011011,151,2
304011,101664,186,92
304011,49873,168,6
304011,301353,161,4
304011,9020794,157,4
304011,50017,171,2
304011,9009845,180,2
304011,9013197,194,2
304011,9024242,154,2
304011,9026935,174,2
304013,,2,99999
304013,43449,156,2
304014,301894,160,6
304017,303322,178,78
304017,52575,182,1
304019,206082,177,106
304019,101386,155,80
304019,9014989,179,40
304019,134822,158,12
304019,50678,190,12
304019,11600,196,6
304019,301382,176,6
304019,44101,152,6
304019,50669,158,6
304019,303712,160,4
304019,9017674,164,4
304019,134554,190,2
304019,303711,177,2
304019,303713,155,2
304019,304434,154,2
304019,9003380,172,2
304020,,60,99999
304020,301208,171,94
304020,306249,200,86
304020,304024,162,60
304020,206068,169,14
304020,11600,174,6
304020,134554,175,2
304020,301693,170,2
304020,301716,171,2
304021,134588,160,23
304022,9013096,182,40
304022,301088,163,34
304022,301361,179,32
304022,9009803,191,32
304022,301896,165,8
304022,9019968,158,6
304022,9027546,158,4
304022,43440,154,3
304022,134329,168,2
304022,303721,178,2
304022,43051,199,2
304022,9026146,184,2
304024,304020,162,60
304024,11571,170,12
304024,301382,164,6
304024,304033,156,6
304024,50669,162,6
304024,303652,180,2
304024,303713,161,2
304024,9002988,170,2
304024,9003380,187,2
304024,9014605,166,2
304024,9024212,195,2
304026,,6,99999
304026,302517,191,104
304026,101386,195,80
304026,51575,165,60
304026,51622,184,50
304026,301361,162,32
304026,304043,187,8
304026,301357,175,4
304026,303712,167,4
304026,134329,158,2
304026,134906,198,2
304026,301383,158,2
304026,304434,173,2
304026,9022769,152,2
304026,9026970,182,2
304026,9028229,183,2
304027,303845,173,2
304028,51575,178,60
304028,9004388,167,8
304028,301357,171,4
304028,301898,153,4
304028,134574,197,2
304028,134906,175,2
304028,301383,177,2
304028,303714,170,2
304028,303846,165,2
304028,9022769,172,2
304028,9026970,166,2
304032,,4,99999
304032,51718,181,105
304032,51575,179,60
304032,51622,153,50
304032,9014989,185,40
304032,50678,177,12
304032,301386,163,10
304032,301382,163,6
304032,301898,162,4
304032,303712,171,4
304032,134386,156,2
304032,301383,165,2
304032,303713,169,2
304032,304434,152,2
304032,9002988,180,2
304032,9014605,190,2
304032,9024212,178,2
304032,9026191,198,2
304032,48875,176,1
304033,,6,99999
304033,135274,176,14
304033,9016767,168,12
304033,304035,170,4
304033,9003154,164,2
304033,9014605,180,2
304033,9021034,179,2
304035,,4,99999
304035,301208,195,94
304035,9014989,168,40
304035,9016767,157,12
304035,301386,155,10
304035,301382,170,6
304035,304033,170,6
304035,9018291,199,4
304035,301693,200,2
304035,303713,190,2
304035,303726,164,2
304035,9003380,179,2
304035,9026611,160,2
304035,9026898,159,2
304038,51718,170,105
304038,301361,180,32
304038,135253,152,14
304038,303715,195,10
304038,301898,171,4
304038,301899,168,4
304038,403344,199,4
304038,134329,192,2
304038,301383,161,2
304038,9022120,156,2
304038,9027537,194,2
304038,48875,160,1
304042,304594,166,4
304043,,8,99999
304043,130439,157,100
304043,304990,166,8
304043,303400,182,6
304043,304026,187,6
304043,301899,198,4
304043,403344,172,4
304043,134565,193,2
304043,134754,153,2
304043,303846,173,2
304043,49119,180,2
304043,9022120,197,2
304046,,4,99999
304046,301645,171,78
304046,302012,170,42
304046,101418,161,40
304046,135237,175,17
304046,301386,168,10
304046,304054,162,6
304046,301388,162,4
304046,9017201,159,4
304046,134386,177,2
304046,303726,187,2
304046,9003147,186,2
304046,9021034,196,2
304047,,4,99999
304047,198327,153,39
304047,461423,194,10
304047,135040,197,8
304047,304996,157,4
304047,9022747,165,4
304054,,6,99999
304054,11597,197,347
304054,302012,186,42
304054,9017250,160,34
304054,101666,168,33
304054,44125,166,10
304054,304046,162,4
304054,304056,157,4
304054,135073,175,2
304054,303676,191,2
304054,9003148,180,2
304056,,4,99999
304056,11590,154,36
304056,301238,152,6
304056,304054,157,6
304056,301388,175,4
304056,305394,175,4
304056,131140,200,2
304056,134360,157,2
304056,134418,161,2
304056,303676,200,2
304056,9004106,155,2
304059,301393,170,37
304059,142063,165,18
304059,461423,181,10
304059,134317,179,8
304059,301243,158,6
304059,301907,166,4
304059,302923,165,4
304059,304060,190,4
304059,205432,168,2
304059,303847,190,2
304059,9009843,177,2
304060,,4,99999
304060,101496,170,88
304060,9002461,152,56
304060,198327,177,39
304060,9026308,185,26
304060,135040,197,8
304060,301907,192,4
304060,36267,186,4
304060,135213,158,2
304060,50644,166,2
304061,9002264,183,10
304062,51576,168,54
304062,301238,157,6
304062,134453,161,4
304062,206078,192,4
304062,301366,150,4
304062,9016777,181,4
304062,134909,193,2
304062,135073,189,2
304062,303852,164,2
304064,,6,99999
304064,51576,191,54
304064,130004,194,43
304064,11590,166,36
304064,50686,170,8
304064,403081,153,4
304064,131140,176,2
304064,134360,158,2
304064,302571,195,2
304064,304744,198,2
304064,44126,192,1
304065,55715,175,60
304065,134039,197,12
304067,50901,152,62
304067,47542,161,4
304071,,2,99999
304075,300663,198,8
304077,,2,99999
304077,43428,165,128
304077,140966,151,12
304077,9007910,162,12
304077,303476,200,8
304080,9023405,161,98
304080,570398,155,16
304080,49035,169,2
304087,,136,99999
304087,304621,198,70
304087,9023581,188,8
304093,,50,99999
304093,9004028,176,50
304093,9022210,176,2
304299,,2,99999
304299,9027265,195,36
304363,,2,99999
304363,11608,170,178
304363,301882,183,22
304363,101351,170,15
304363,134872,195,12
304363,304980,161,2
304363,49535,178,1
304364,,57,99999
304364,206082,184,106
304364,134245,190,8
304364,304562,184,8
304364,304002,187,4
304364,304009,162,4
304364,9015396,158,4
304364,301716,169,2
304364,305420,165,2
304365,302383,173,78
304365,9021309,152,66
304365,47311,179,12
304365,134303,154,2
304365,304366,193,2
304365,9024000,160,2
304366,,2,99999
304366,101370,183,89
304366,140407,164,48
304366,41982,180,6
304366,303992,193,4
304366,42987,200,4
304366,9016785,185,4
304366,9022771,196,4
304368,,2,99999
304368,301393,168,37
304368,134317,180,8
304368,9016777,189,4
304368,9024259,197,4
304368,135213,177,2
304368,9007875,190,2
304368,9027204,183,2
304369,,2,99999
304369,51576,170,54
304369,130004,174,43
304369,50686,150,8
304369,10000022,150,4
304369,301366,198,4
304369,403081,161,4
304369,131140,155,2
304369,302571,175,2
304369,44126,193,1
304370,,2,99999
304370,134449,194,183
304370,303999,179,4
304370,304009,190,4
304370,50680,200,4
304370,37568,152,2
304370,9024203,162,2
304371,,4,99999
304371,9015093,156,58
304371,134872,194,12
304371,53003,170,12
304371,301349,196,6
304371,304002,159,4
304371,37451,182,2
304371,9016459,181,2
304374,302516,162,90
304374,48680,158,49
304374,301529,157,4
304377,9027900,198,4
304377,42940,181,2
304434,,2,99999
304434,304026,173,6
304434,304032,152,4
304434,304991,166,4
304434,303713,196,2
304434,303846,192,2
304434,49119,166,2
304434,9002988,171,2
304434,9003380,187,2
304434,9028229,186,2
304435,135040,175,8
304435,50644,180,2
304444,9009798,197,62
304562,,8,99999
304562,134449,169,183
304562,206082,165,106
304562,51501,182,61
304562,304364,184,57
304562,11593,194,6
304562,304987,179,6
304562,303710,183,4
304562,9017674,164,4
304562,303711,175,2
304562,51590,191,2
304563,9004392,191,58
304567,,53,99999
304567,304568,157,53
304568,304567,157,53
304568,101280,185,46
304594,,4,99999
304594,48702,150,32
304594,48699,186,10
304594,9003153,156,2
304594,9021228,194,2
304621,,70,99999
304621,304087,198,136
304621,304978,198,70
304621,306318,159,22
304621,140433,167,4
304621,301244,182,2
304744,,2,99999
304744,303677,178,12
304744,11603,160,6
304744,301238,178,6
304744,304064,198,6
304744,134418,164,2
304744,9011366,190,2
304744,9020134,182,2
304749,570397,171,88
304749,55715,178,60
304799,50653,173,90
304799,134887,166,61
304956,,16,99999
304956,9014029,151,16
304961,300988,170,79
304961,50901,158,62
304962,9023368,163,4
304962,49649,155,2
304965,,66,99999
304971,,54,99999
304971,303879,159,66
304973,9012342,176,8
304973,400391,173,5
304974,,2,99999
304978,304621,198,70
304978,101830,170,34
304980,11608,194,178
304980,135336,185,30
304980,9022867,182,4
304980,304363,161,2
304980,49535,170,1
304981,9020107,165,26
304981,9007910,176,12
304982,301206,158,43
304982,134245,172,8
304982,9015396,172,4
304982,9007817,177,2
304982,300787,188,1
304983,141007,179,90
304983,140934,163,9
304983,9015181,170,6
304984,304054,198,6
304984,9004106,197,2
304984,9021034,167,2
304986,,24,99999
304986,130004,196,43
304986,9011366,197,24
304986,303237,165,12
304986,303677,175,12
304986,11603,160,6
304986,134453,188,4
304986,301366,184,4
304987,,6,99999
304987,11591,166,113
304987,303625,151,8
304987,304562,179,8
304987,305720,179,6
304987,301885,193,4
304987,50672,150,4
304987,50680,172,4
304987,135231,197,2
304987,303719,153,2
304987,137452,199,1
304990,101418,159,40
304990,135253,170,14
304990,304043,166,8
304990,301240,175,6
304990,304032,184,4
304990,9017201,177,4
304990,134565,162,2
304990,303714,168,2
304990,303726,191,2
304991,,4,99999
304991,51622,170,50
304991,301356,179,48
304991,134822,197,12
304991,9008249,152,10
304991,9019968,192,6
304991,301357,158,4
304991,301893,177,4
304991,134574,168,2
304991,134680,186,2
304991,304434,166,2
304991,43051,189,2
304991,43439,152,2
304992,,2,99999
304992,11597,164,347
304992,51576,170,54
304992,130004,198,43
304992,301393,175,37
304992,11590,190,36
304992,134317,167,8
304992,50686,150,8
304992,301240,157,6
304992,301388,152,4
304992,134565,171,2
304992,303847,166,2
304992,9022120,191,2
304992,9027537,181,2
304993,101579,198,76
304993,51576,192,54
304993,47316,161,44
304993,301393,184,37
304993,11590,177,36
304993,142063,197,18
304993,303237,200,12
304993,303677,160,12
304993,134317,193,8
304993,11603,172,6
304993,11602,192,4
304993,206078,186,4
304993,134360,177,2
304993,303685,150,2
304993,50226,150,2
304993,9026417,200,2
304994,,4,99999
304994,38812,191,36
304994,9008334,159,24
304994,9002468,160,10
304994,301240,170,6
304994,301899,179,4
304994,301907,171,4
304994,134565,177,2
304994,9008724,170,2
304994,9026375,155,2
304995,,2,99999
304995,9008403,182,129
304995,303415,151,108
304995,303254,177,6
304995,134969,194,2
304995,303728,183,2
304995,9004067,173,2
304996,135040,173,8
304996,305882,168,8
304996,301243,168,6
304996,304047,157,4
304996,49630,190,4
304996,135213,171,2
304996,9009843,162,2
304997,9020108,167,2
305097,,2,99999
305156,9012870,182,2
305220,301088,170,34
305220,9004380,166,30
305220,301896,180,8
305220,9017039,199,4
305220,36254,188,2
305220,9011025,190,2
305220,9024830,161,2
305273,,4,99999
305273,130005,182,114
305273,9003040,186,46
305273,405129,165,8
305273,301529,198,4
305273,301893,162,4
305273,9018584,196,2
305273,137452,184,1
305394,,4,99999
305394,51576,173,54
305394,11590,160,36
305394,101666,161,33
305394,303237,155,12
305394,304056,175,4
305394,41933,177,4
305394,134360,150,2
305394,9020134,177,2
305420,,2,99999
305420,11599,195,223
305420,134449,175,183
305420,306249,161,86
305420,51501,192,61
305420,304364,165,57
305420,134872,200,12
305420,301349,180,6
305420,303710,161,4
305420,134980,150,2
305420,301716,181,2
305420,305501,166,2
305424,134985,188,2
305430,101373,190,102
305430,302516,181,90
305430,301529,193,4
305430,303999,162,4
305430,135390,171,2
305430,137823,157,2
305430,404315,174,2
305430,9011518,193,2
305492,,2,99999
305492,9023407,161,82
305501,206082,199,106
305501,301206,178,43
305501,11600,163,6
305501,50669,163,6
305501,304009,192,4
305501,134554,179,2
305501,134923,195,2
305501,301658,177,2
305501,303652,194,2
305501,305420,166,2
305501,9007817,196,2
305501,9016459,166,2
305501,9022245,200,2
305501,300787,192,1
305546,,10,99999
305659,,4,99999
305669,,34,99999
305695,,70,99999
305695,9016921,186,10
305720,,6,99999
305720,134449,191,183
305720,206082,157,106
305720,51501,197,61
305720,134822,181,12
305720,9021295,199,8
305720,304987,179,6
305720,37568,170,6
305720,303999,189,4
305720,135306,163,2
305720,303711,150,2
305720,51590,179,2
305723,9011024,191,2
305765,134449,171,183
305765,304364,157,57
305765,301206,170,43
305765,9017597,164,12
305765,44101,190,6
305765,303710,174,4
305765,50671,166,4
305765,11601,173,2
305765,134980,152,2
305765,301716,150,2
305765,303711,195,2
305765,34603,190,2
305765,9007817,179,2
305765,9024203,197,2
305765,300787,157,1
305787,102171,188,2
305787,301646,177,2
305882,,8,99999
305882,9002461,194,56
305882,461423,188,10
305882,42908,186,8
305882,50644,184,2
305884,303989,171,12
305884,304987,152,6
305884,301885,189,4
305884,135143,195,2
305884,51746,199,2
305884,9008787,181,2
305887,50703,154,86
305887,9012737,188,2
306014,101373,189,102
306014,301890,163,6
306014,50682,187,4
306014,135011,163,2
306014,135390,170,2
306014,404315,191,2
306140,,2,99999
306142,,1,99999
306142,9016467,198,8
306142,300839,170,3
306142,102172,169,2
306142,9021034,170,2
306194,304087,170,136
306249,,86,99999
306249,134449,164,183
306249,50668,163,86
306249,304020,200,60
306249,11600,165,6
306249,50669,173,6
306249,303710,156,4
306249,134554,180,2
306249,134923,179,2
306249,301658,160,2
306249,305420,161,2
306249,9016459,174,2
306249,9022245,187,2
306283,306318,180,22
306283,140433,157,4
306318,,22,99999
306318,304621,159,70
306318,301603,190,43
306318,9013372,197,32
306318,306358,188,14
306318,9023581,184,8
306319,9023581,175,8
306321,140433,159,4
306358,,14,99999
306358,9017046,193,47
306358,306318,188,22
306383,136703,184,8
400391,,5,99999
400391,301860,170,73
400391,9004028,178,5
400391,9022210,173,2
403081,,4,99999
403081,101732,160,54
403081,304064,153,6
403081,206078,162,4
403081,404546,177,4
403081,134733,153,2
403081,304369,161,2
403081,9020134,186,2
403344,,4,99999
403344,302517,155,104
403344,38812,185,36
403344,9004237,175,12
403344,301896,195,8
403344,304043,172,8
403344,301899,160,4
403344,9017039,195,4
403344,303714,173,2
403344,9023356,181,2
403344,9026146,181,2
403555,130439,180,100
403555,9004377,158,20
403555,101731,198,15
403555,301856,170,13
403555,11602,158,4
403555,9017201,151,4
403555,9027537,164,2
403555,9027823,188,2
403555,138060,189,1
403665,,6,99999
403921,,2,99999
404057,302517,176,104
404057,9004237,196,12
404057,9023328,151,12
404057,134990,195,6
404057,9019968,161,6
404057,9027546,192,4
404057,47315,163,2
404057,50151,178,2
404118,,98,99999
404118,47311,183,12
404118,11593,171,6
404118,50680,172,4
404118,9024393,196,4
404315,,2,99999
404315,302516,191,90
404315,9003040,192,46
404315,304000,198,6
404315,135045,159,4
404315,42987,185,4
404315,9016785,183,4
404315,9022771,172,4
404315,132314,160,2
404546,101732,197,54
404546,303237,155,12
404546,10000022,190,4
404546,403081,177,4
404546,9016777,158,4
404546,134733,179,2
404546,304369,166,2
404546,9020134,179,2
404646,302854,156,133
404646,142063,191,18
404646,9002468,187,10
404646,301907,176,4
404646,304994,184,4
404646,9024259,182,4
404646,9009843,178,2
404784,51718,198,105
404784,301645,155,78
404784,51575,170,60
404784,301382,198,6
404784,301898,170,4
404784,9014185,196,4
404784,9017201,192,4
404784,301383,160,2
404784,49119,175,2
404784,9003380,179,2
404784,9014605,197,2
404784,9027615,190,2
404784,138060,195,1
404784,48875,182,1
404802,301645,151,78
404802,206068,186,14
404802,301386,177,10
404802,44101,175,6
404802,134386,164,2
404802,135009,197,2
404802,303726,170,2
404802,9004238,194,2
404854,9016467,195,8
404854,300839,176,3
404854,9021034,158,2
404900,,2,99999
405026,301356,183,48
405026,134822,170,12
405026,304562,168,8
405026,9014118,200,7
405026,304987,176,6
405026,301893,190,4
405026,50672,159,4
405026,9017674,200,4
405026,134901,178,2
405026,135390,168,2
405026,303711,156,2
405026,303719,181,2
405026,303723,161,2
405026,304370,172,2
405026,137452,191,1
405129,,8,99999
405129,9002473,171,8
405129,305273,165,4
405129,137823,166,2
